date,msl,wind_speed,longwave_radiation,solar_radiation,relative_humidity,rainfall,tmax
2015-03-04,101356.14713732636,2.1518795726071565,27285049.31465469,24544093.524898097,45.04101010588556,0.0,30.080896
2015-03-05,101365.7042236134,2.292845870668585,30114656.44407096,23871899.39171284,45.58982870603503,0.0,33.761578
2015-03-06,101479.876885853,2.4346183317904,30548677.842421547,23523690.242604155,42.048113086113545,0.0,34.488
2015-03-07,101349.63312317515,2.084158963510492,29854294.12790821,23843353.8505724,34.60726706987193,0.0,34.79282
2015-03-08,101352.0576554849,1.9662297414182763,31247304.877366822,24099523.77592671,41.003681413647406,0.0,35.16511
2015-03-09,101575.10602621324,1.443403019978961,33069975.94535617,21567584.48175465,63.89434765059775,0.0,33.15659
2015-03-10,101611.56954726526,1.8148672337117076,33075054.811084777,20958819.54203892,67.33636462486758,4.2648163,32.846355
2015-03-11,101617.0108149217,1.5200882332177426,32762916.72518868,21627527.791827183,72.70687123949159,7.899388,33.935604
2015-03-12,101538.59153482912,2.022446829070532,31199270.026295383,23341300.867127206,51.84387007949758,0.19464824,34.130146
2015-03-13,101416.83571230945,2.4173783669466564,32219863.025798853,23651676.373274054,49.74230628271443,0.0,34.68877
2015-03-14,101390.21684765976,2.3613208234174303,32253529.370997816,23484341.036339056,56.6467911898099,0.1643024,33.81499
2015-03-15,101374.284699964,1.8996086987775025,33113350.236311782,21304937.16226554,54.30256987293882,2.2433548,33.37005
2015-03-16,101493.0475546001,2.178395125960821,32450417.288547352,21734479.59222348,48.99716163786716,0.0,33.85872
2015-03-17,101351.00796915928,2.377480242031248,32267822.06965779,24428453.80076633,43.05412585701068,0.0,35.31064
2015-03-18,101204.64785471917,2.3438057255830747,32699657.75287189,23116674.23065869,40.53050694495996,0.0,35.828457
2015-03-19,101216.12091336568,2.3582734863121044,33672736.36200948,22661516.389308803,38.84474625716016,0.0,36.922234
2015-03-20,101292.7724766418,2.4579925467716035,33795938.32775336,22558198.350048654,34.589400580810526,0.0,37.479187
2015-03-21,101334.64423165364,2.080238978244125,32899569.67140682,25322091.52404432,29.940726827542964,0.0,37.76643
2015-03-22,101248.06389352604,1.7002356403049104,33604640.44319064,23452999.8297138,30.909374687477968,0.0,38.4131
2015-03-23,101089.33914065556,1.6989381117241873,33580896.46898361,22553459.81378772,27.908788962598617,0.0,38.829044
2015-03-24,100988.62531430367,2.2617678327778408,32802869.76446298,25638434.608959705,25.771350099786066,0.0,39.271526
2015-03-25,101070.7292190899,2.028968564419578,33590961.08698684,23082665.27792879,25.272006347416053,0.0,38.946358
2015-03-26,101237.19921767036,2.214095694453478,33974309.34035055,22593952.78478489,28.25054273373644,0.0,38.665813
2015-03-27,101220.54980413913,1.9597801912095796,33344112.50066136,23496004.409738272,27.501813378762343,0.0,39.05961
2015-03-28,101079.32198050048,1.2337269453312822,34045026.3848398,22169278.79817256,29.64184728996125,0.0,39.072857
2015-03-29,101059.90813101405,1.9360060107716348,35266824.88000549,17366298.11799843,44.75629712364614,0.0,36.512516
2015-03-30,101087.45253226616,1.6363690086073834,34349350.261191264,21313725.071673784,50.25192960731948,0.079415366,36.626904
2015-03-31,101044.29128704558,1.4584762078761828,33155282.170041103,23917199.596287247,33.281366595311844,0.0,37.653313
2015-04-01,100964.32434952386,2.0385914079045286,30829701.31559167,26803011.444144305,21.991195250220212,0.0,38.15407
2015-04-02,100867.95077794883,2.5411632131529727,31205452.058677435,26693237.26722556,29.099549652537053,0.0,38.47234
2015-04-03,100770.00746879942,3.844602841155187,31087939.56477751,26646828.91924761,28.416779116689,0.0,37.943108
2015-04-04,100695.7771096488,3.8495892734145936,30315368.7530395,26880809.925822757,27.665971794058887,0.0,38.2328
2015-04-05,100725.41383954986,3.114151313974315,30667599.91992001,27136649.92718049,31.31727496784316,0.0,38.782604
2015-04-06,100701.36740326592,2.4504549911201856,30970422.74719886,27036378.43241183,27.72284053801225,0.0,39.16397
2015-04-07,100755.89539785495,2.3606913009152097,31255034.78561538,27070588.0074099,24.07101664348505,0.0,39.44111
2015-04-08,100849.93739795312,2.1155333672647,33498275.650566928,26508671.38783449,28.60884432236205,0.0,39.296318
2015-04-09,100935.17577175924,2.001080585080945,35288040.03263612,23976762.539536797,38.53867261776639,0.017989902,38.91647
2015-04-10,101094.984078447,1.6731092089829287,35163412.04437696,21880315.485535443,63.36982615871208,2.5102024,38.044273
2015-04-11,101201.2534527103,1.804384455425841,33888244.16637814,23230335.47562889,73.98154551787039,7.068657,35.32705
2015-04-12,101317.30590170136,1.489218180501115,32578631.617527973,21657406.05675037,73.9742133902768,12.472731,31.612791
2015-04-13,101229.20836597164,1.2497143551015202,31868150.81407887,23838962.005111024,66.2464984715143,6.303977,32.852245
2015-04-14,101130.14400623592,1.1380360493478745,32442004.616408806,22567512.360003896,61.14360788061174,6.8002157,32.031452
2015-04-15,101232.74949143396,1.9978065669777807,33162992.66444777,21030914.529061865,61.16729200295359,0.32720602,33.32453
2015-04-16,101356.93913734885,1.4922844311885484,33336718.79936225,22888790.368371453,61.4246104696083,0.840008,34.189537
2015-04-17,101067.24945510314,2.2024291960131257,32745542.99210232,24539924.06780488,52.65855534298617,0.075248234,36.528736
2015-04-18,100790.53710687083,2.267795732826451,33160833.25587376,26409493.22762364,39.76022472410413,0.0,39.10777
2015-04-19,100803.64589757496,2.483333116953443,34238347.45638931,25012563.91223453,34.40270542557915,0.0,39.893185
2015-04-20,100933.32778634012,2.631289996179369,34484499.03244436,24867137.379142843,33.65206759948105,0.0,40.27065
2015-04-21,100896.54963233644,1.837001250295532,35702876.73659626,22632686.979080275,36.74018401647884,0.0,40.376427
2015-04-22,100805.22452597674,1.7262942387723237,36408118.796987616,21470973.46703255,34.42681180615202,0.05374874,39.903576
2015-04-23,100887.71143338871,2.2248107075125225,34629642.70382336,23224729.79204687,34.28160974806484,0.0,39.118904
2015-04-24,100847.27539815185,3.2338820560850228,31972891.32237969,25472374.38129513,24.1146228144642,0.0,39.16247
2015-04-25,100772.7666712236,1.7544682226191723,31792228.86090868,27047519.45712457,24.649640286758657,0.0,39.403526
2015-04-26,100847.43239901902,2.6481840962591594,33099372.168015197,24748185.759332843,29.11322480335818,0.0,40.060966
2015-04-27,100901.00916267504,2.156957567573584,34201027.833270244,25796384.84266885,27.10698202362936,0.0,40.408283
2015-04-28,100823.78941179533,3.1212071746567225,33518997.941755507,26826569.95753652,26.48972675871204,0.0,40.926933
2015-04-29,100734.25343653272,3.5663839488648423,31932943.98085311,27659560.001733694,23.362709564572626,0.0,41.75199
2015-04-30,100846.90881309652,3.1319870309010764,32284921.269487437,27848088.49315824,24.61106429969688,0.0,41.49093
2015-05-01,100782.26941391052,3.137365238668768,32014014.947875444,28009840.309196662,22.668683861595365,0.0,41.14475
2015-05-02,100724.62744690292,2.6604902209430694,32439145.35532988,27591631.37201282,20.630628052639583,0.0,41.902153
2015-05-03,100720.65764369664,2.4501523081470564,33460540.197989076,26015035.468454283,19.17716821871174,0.0,41.091637
2015-05-04,100838.6015855252,3.1625850356446663,34041080.9949365,24838171.738873653,30.95592186601874,0.0,41.148315
2015-05-05,100884.74379096684,2.1436661299053235,35698486.925231844,23409657.6960148,43.8840370517043,0.0,39.787125
2015-05-06,100732.4148980871,2.481373325563542,34887409.79052995,22600655.041301195,31.533142427187357,0.7270093,39.10339
2015-05-07,100748.38949477638,2.4359122364120487,34718018.49683946,25734673.612424657,25.37575543349148,0.044502843,40.559902
2015-05-08,100665.13828004048,2.3770720897723367,35434913.83712553,21938683.26684816,23.295723464715703,0.0,41.280396
2015-05-09,100601.74537102152,2.94249803416357,35480684.8611874,22603546.780473106,26.40803686468056,0.0,41.321056
2015-05-10,100726.2667075796,1.4073961531849173,35683736.18841911,19698475.576064933,29.972462195727587,0.10035527,39.274364
2015-05-11,100716.5757537053,2.2324073371202195,35773422.29378296,23617366.25014393,27.34301570278458,0.0,41.096897
2015-05-12,100786.5487168589,2.277738231301884,36492407.89751409,23613600.399687883,41.08029196701275,0.5665288,39.22781
2015-05-13,100848.43998868814,2.257427946611013,36748565.33873527,20554687.200862236,55.4333421905298,0.0,38.089157
2015-05-14,100957.14732309284,1.9224346929243648,36769698.17823003,17906301.519943103,61.68555470479216,2.386465,36.20748
2015-05-15,100907.99338645586,2.249333963246763,36695694.01004158,18230329.931025118,55.47532011364856,0.0,36.359955
2015-05-16,100620.197921829,2.1409942043666828,36321934.65107318,21700794.20891453,49.31735607796329,0.0,38.900753
2015-05-17,100391.71570250254,3.085727571941801,36062495.6169328,24275155.32887921,36.09687023329973,0.0,40.539715
2015-05-18,100416.96233736818,3.1659759865614867,34977778.64548818,26917814.57631812,27.72074713554461,0.0,41.62059
2015-05-19,100497.77624622388,4.154794517813644,35284458.66581783,27101219.116421983,29.232464584692572,0.0,42.175755
2015-05-20,100575.42414310663,3.901442396394561,35500781.10949973,26060487.070662662,28.969891795668683,0.0,42.29376
2015-05-21,100593.49037315896,4.720399430236065,35065325.64653497,26120934.53674632,32.17746235360065,0.0,41.99407
2015-05-22,100567.80684079137,4.356942975475955,34302523.62206176,27529921.567124467,34.454881889224296,0.0,41.721695
2015-05-23,100620.31935296512,5.2371289337060505,33988920.80538193,26459323.204929184,37.97806566928751,0.0,40.44317
2015-05-24,100661.62591472307,4.7354363047730965,33888596.39375794,26992955.09785316,40.53695290237435,0.0,40.40331
2015-05-25,100696.9482069121,4.658430319266331,34231743.38702254,26111153.49251982,41.0463609243815,0.0,40.05297
2015-05-26,100708.625183139,4.519467766223907,34224861.28367513,25831434.701536007,39.27078445946747,0.0,40.518906
2015-05-27,100613.59587146268,4.570795217588492,34282212.2194285,26067687.557382204,38.368701969148944,0.0,41.69592
2015-05-28,100519.37304005644,3.304651743634834,35843917.8630259,25791573.031498726,39.46586062430521,0.0,40.947937
2015-05-29,100636.39764992714,3.305303218830832,36841747.10429484,23367923.991838448,45.78077193962083,0.72569835,41.49548
2015-05-30,100648.85867418042,2.8637803996382414,37023424.19395767,24917808.240509484,43.26494700545488,0.6819092,38.67054
2015-05-31,100405.8123052494,3.116343096800211,37428886.64549935,22005044.39962945,37.890435444200186,0.0,41.01174
2015-06-01,100459.75594938056,2.7969653594794264,35112579.5047284,26727272.127571914,38.645455332879614,0.6236639,37.645866
2015-06-02,100586.93464796666,3.198209645599956,34325770.8504604,25777393.87486797,34.13159191927013,0.0,38.61656
2015-06-03,100512.06892854518,2.953657115188687,34517043.61837897,26087239.22750311,35.07924466498645,0.0,39.854973
2015-06-04,100580.58207287418,2.75461373062462,36551669.97911721,22677230.52793025,38.10550430792488,0.0,40.146893
2015-06-05,100712.7445320242,2.946820391920978,37146000.2403293,22322654.264448076,49.45330143026096,0.21449097,36.92411
2015-06-06,100501.79005632948,1.7110611027691354,37539854.0807244,20163873.115204208,41.88824358453076,1.3815506,37.48566
2015-06-07,100569.82106129183,2.0679945714007637,37348228.97334611,16435399.51143242,71.3367412242819,0.0,37.337418
2015-06-08,100664.55544641789,3.079676114162968,36591112.67833292,20681688.917681843,67.53448131147668,6.1935315,36.244118
2015-06-09,100729.23732927152,2.9715326212322246,36284224.7345554,24578160.65662355,64.53951425146626,6.419954,35.743095
2015-06-10,100640.22191416804,2.283603472910493,36590276.89566312,22692987.889664218,66.36122084055576,2.5125608,36.837948
2015-06-11,100651.45261085918,2.3783406911306497,36804725.58108454,20131894.96228062,73.12452140220313,7.007471,36.194004
2015-06-12,100638.99329733122,2.534587549240239,36764839.240274265,15081496.016423594,80.20479101757917,3.681216,33.965435
2015-06-13,100531.5306917844,2.8102567159473213,36530949.13827296,15760937.537769329,74.54679392023334,10.150541,31.751867
2015-06-14,100511.04593926515,4.083150549055844,36484187.02245316,15961679.607116183,80.66580251056155,4.6094007,32.00092
2015-06-15,100547.10005282088,4.232420482240788,36289225.53361467,9873265.881893797,80.73197471433316,4.0315533,32.261356
2015-06-16,100485.3158750022,3.584591591636143,36252839.701024055,10081421.486756254,76.72665805400085,2.3712204,32.710308
2015-06-17,100315.14181287316,3.711244332429,36184815.53680892,11364164.97762693,73.88883013846963,1.855641,33.04347
2015-06-18,100328.57470673784,4.1513854478392345,36394481.39269607,14739607.394107023,74.72181915350875,7.0865216,31.324183
2015-06-19,100237.2589587721,5.313761130690183,36173704.97144733,11989670.261448774,76.20424274489118,5.6719403,30.679146
2015-06-20,100110.80049579864,5.616912263725627,36385717.6982804,15504501.449713072,72.52554429891357,0.0,31.605976
2015-06-21,100071.50016619662,5.249502441824549,36501632.02452125,5176044.250289652,86.26142106823659,0.827186,29.605495
2015-06-22,100165.37216740764,6.034760619072632,36133312.870544605,5731705.511589684,80.72843092543677,1.2500379,30.605696
2015-06-23,100157.3725412368,7.273958676129506,36488133.82352267,14719072.476491569,76.73268654633243,0.4598802,31.815445
2015-06-24,100329.71483100158,7.745484968936476,35995553.62055911,15728400.449056225,74.35562646708671,0.03415405,32.008484
2015-06-25,100357.16630089356,6.650755244588672,35571273.85376544,18117851.612835545,70.41382355280722,0.0,32.36367
2015-06-26,100409.54927613496,5.798222427825849,35967907.0682288,14947081.893395126,69.4075421702107,0.0,32.54012
2015-06-27,100542.3812546818,5.072337561020532,35613679.28640686,14215096.18830514,70.5543963514538,0.68997425,33.184128
2015-06-28,100789.10133030532,3.8900772373003054,35290952.22935184,15137088.218404854,68.3845264349583,0.04958467,34.010433
2015-06-29,100871.75289516612,3.5888624454813693,34623798.70424531,17185982.2312072,65.42257924951255,0.1115655,34.000797
2015-06-30,100845.36911683009,3.691941589198708,35572294.52034223,15522264.871963844,67.14875349639487,0.030631341,33.906162
2015-07-01,100911.62093001248,4.027925777399311,35788538.761341184,19352945.09110778,67.45335919584811,1.6282946,34.1039
2015-07-02,100922.08730683992,4.459897404886256,34904025.95721406,21984064.92747359,60.47553128209388,4.61821,33.735733
2015-07-03,100940.01927138065,4.831583748757137,33818262.48785901,23934696.00758676,61.58112258868039,0.0,34.56575
2015-07-04,100863.37102933491,5.547386614921589,34395498.545843594,21896445.56275792,61.31503568361972,0.0,35.593838
2015-07-05,100709.76872681764,5.841471803086251,34769002.20449525,18417221.74336737,60.82738158042873,0.0,34.66703
2015-07-06,100568.59200731176,6.39531997975083,35458482.879423454,16740082.61488,59.067551053940285,0.0,34.126816
2015-07-07,100513.5961098352,6.086671093378709,36441680.73627555,13889555.266523184,64.37266363014021,0.0,33.852535
2015-07-08,100636.4160084664,5.811212408418797,36696609.15462683,13561652.154817007,65.19361419534486,0.0,33.775738
2015-07-09,100602.41799063656,6.09453620329451,36735064.96972339,9684094.400455777,66.11720590070358,0.0,33.75467
2015-07-10,100346.21292430857,6.257657614984563,36670547.36617485,12192340.410272304,64.53177380212271,0.0,33.246254
2015-07-11,100463.8150989925,5.657547703121453,36083309.54319152,10735094.525013248,63.90468498904304,0.0,33.119583
2015-07-12,100613.79699784792,4.4099169530507565,35997450.59742097,16274902.88282675,61.02011348282179,0.0,34.544594
2015-07-13,100608.81303559704,3.7244360604090097,35929734.29868783,19894609.973088503,57.31791276310421,0.49922466,35.45645
2015-07-14,100459.08760862151,3.753005193627173,36196597.67439894,21677210.982711647,57.29081804340101,0.0,36.168278
2015-07-15,100310.1772990566,4.788574313797384,35297587.91221683,20488012.15113191,57.3155977875025,0.8143454,34.336834
2015-07-16,100183.24243642966,5.09954159433692,36181105.74546009,16543822.026059888,60.11635676970331,0.0,33.674423
2015-07-17,100261.65585875708,5.128343859952547,36386432.07549567,18422597.97474936,65.2366098821421,0.3684845,32.640728
2015-07-18,100355.86384584651,5.683695068483257,36716813.08036357,14114694.420020573,64.41632868538754,0.21402428,32.442528
2015-07-19,100358.18564006907,6.011679418143821,36145350.37970134,17101821.883077044,65.85168426109739,0.061202902,30.97193
2015-07-20,100353.31464029262,5.176112856013634,36649470.743904375,9295675.465358676,72.55734219027748,0.0,30.993128
2015-07-21,100380.7645137876,4.570220539986048,36614260.63441885,10353674.735079592,77.11076091394061,0.14349644,30.7655
2015-07-22,100403.93988103508,4.953208069770019,36642735.90616767,15076032.866644846,72.07869314743226,2.425122,31.110754
2015-07-23,100513.7902008259,4.015466506223506,36649070.82700572,11359541.478638992,72.64483303029031,1.1515636,32.32505
2015-07-24,100638.90572984796,4.66122597806693,36389034.019495085,13653970.10094009,71.59153858384792,0.09926921,32.238274
2015-07-25,100591.86984577232,5.836147509751059,35822168.847141445,16559406.501539864,67.07494263505798,1.5706313,31.329205
2015-07-26,100650.00427847568,5.918131364409032,35795288.54496596,13866740.300034884,66.61424151606776,0.0,31.33764
2015-07-27,100765.47182359298,6.262384479936469,35689795.19664052,12240305.05728636,66.08941557580822,0.0,31.420322
2015-07-28,100800.494963966,6.893546067575954,35319152.745371826,16779627.911249567,64.67751448095906,0.0,32.050873
2015-07-29,100785.49305256356,6.600851322748446,35734266.146649905,11316289.45439599,68.75363144520365,0.0,31.762096
2015-07-30,100826.19286018604,5.350236576404732,35788109.31709164,7888533.608250938,68.70457015821519,0.0,30.80096
2015-07-31,100816.96126666197,4.995107452010491,35544666.101241164,16356446.47552142,66.67872267959018,0.0,31.58355
2015-08-01,100925.99236228084,4.976872293161125,35497634.8906686,16286634.381306555,63.48287030997309,0.84755194,33.048447
2015-08-02,100904.52264729652,4.613543726552062,36355468.725538746,17287819.317822747,61.25653639955636,0.8737528,32.81483
2015-08-03,100768.75806161546,4.991232843764311,36187324.30614128,13585207.011584276,65.44550537566757,1.1615067,31.902061
2015-08-04,100591.7823783799,5.963020358541448,35730759.92798012,5510888.766133964,80.62925749571224,0.014052313,28.014013
2015-08-05,100567.39779459442,6.169352017430416,35155050.31323659,2154062.779416905,88.36800201379485,11.117364,27.941578
2015-08-06,100531.4500702573,4.93109061015459,35700075.03190604,12886695.568195894,79.47561627244694,5.2262115,29.44172
2015-08-07,100573.49607495808,3.860763980981549,36113144.50720099,14150723.48797438,77.35500581889433,1.0878003,31.079872
2015-08-08,100581.38782467978,3.250020434089246,35935310.6093418,14957678.130496755,76.50589515519837,0.023236467,30.763947
2015-08-09,100430.72706642792,3.356329050898649,35837539.58745016,15973532.946608089,72.36228961871076,0.37410578,31.02025
2015-08-10,100458.91651496988,3.0426202098245594,36322365.951772496,14074736.045232046,75.37670719024025,5.319548,30.789284
2015-08-11,100660.25422083389,2.987346219708913,36446888.42870891,11950513.663366929,78.44174400020574,11.035864,30.380938
2015-08-12,100704.93528496254,3.58953982532814,36040704.28913564,6319599.46780533,83.64893011491297,7.356757,27.962431
2015-08-13,100675.00517137702,3.236968548992955,35475101.68002308,5172805.419655664,87.67637952382664,3.1417303,27.947102
2015-08-14,100677.52546248616,3.5988020150526547,35649800.331560925,13434754.725440664,77.7490651604469,0.8890569,31.59434
2015-08-15,100827.2731053956,3.8445670035978914,36246475.91358908,14846620.090716235,74.80233251824042,0.0,32.513836
2015-08-16,100891.2317731912,3.5409821445142,35750117.537421584,14414211.276984666,71.7854284143803,0.013554605,31.69468
2015-08-17,100831.397255284,2.694416752503685,35595411.60749709,15774780.086188195,75.11231726765605,0.0,32.24404
2015-08-18,100900.41275417167,2.0087908729075283,35669106.36460319,21001626.996458206,69.84434064101578,14.8885765,32.916622
2015-08-19,100992.20386854529,1.656541776537786,36016021.96883543,18436950.814491898,77.94175146006646,1.056379,33.719395
2015-08-20,100953.75622104992,2.4264722690368754,35796811.000172004,20060864.36876888,68.93918174528902,6.852565,32.32632
2015-08-21,100926.4546369112,3.679077717735629,34785689.920253,20501049.58865391,67.89302570360667,2.6614034,32.28554
2015-08-22,100811.09767186844,3.932429963468721,34898052.052402936,15848043.723454785,70.94391509889495,0.13974673,31.571604
2015-08-23,100844.92816521476,4.197626087312558,34819314.01473857,16164041.58976286,66.09324605543365,0.0,32.722427
2015-08-24,100918.71188223746,3.9982882088037033,34776234.12075427,16901108.70955086,65.45522575197748,0.0,32.839703
2015-08-25,100856.98339902688,3.895715836393648,35285931.73021425,17578920.603824962,73.1232975737994,0.53966063,32.314262
2015-08-26,100676.40768489352,3.317604976032744,35385942.383750975,18892690.35156256,67.19111268865517,0.10591739,32.09893
2015-08-27,100660.7068576609,2.6568593590923477,36203835.0544803,18274712.277651414,69.83748584713193,1.1251045,31.844824
2015-08-28,100773.22705124551,2.668340574021753,36268205.01910358,5863324.7468152335,82.07021769021232,9.56162,30.610228
2015-08-29,100744.7530405915,3.145463201118195,35974940.239290334,9909427.303383552,72.56583660323498,2.257829,30.765692
2015-08-30,100791.4335412486,3.6343430991798016,36146185.97434083,15488841.502973177,69.52990322074653,1.4095273,31.786146
2015-08-31,100875.13716362936,3.821111076156127,35398656.364162795,18404037.57204384,64.95120768018523,0.1820262,32.11703
2015-09-01,100786.37627305888,3.445834216190837,34495363.51193829,20278323.63941301,61.74680218416913,0.012531426,32.910976
